id,full_name,mail,tel,date_naissance,adresse,numero_contrat,type_contrat,annee_inscription,prime_annuelle,profession,situation_familiale,kpi_score,sentiment
688,Tarek Sfar,client688@mail.tn,+21664148361,1967-11-14,"116 Rue 41, Hammam-Lif",STAR-000688,VOYAGE,2000,460.35,AUTRE,CELIBATAIRE,50,NEUTRE
689,Yosra Mrabet,client689@mail.tn,+21699423591,1998-07-07,"94 Rue 2, Ariana",STAR-000689,VOYAGE,2006,304.88,INFORMATICIEN,MARIE,64,NEUTRE
690,Aymen Bouaziz,client690@mail.tn,+21663728933,2001-08-14,"46 Rue 30, Sfax",STAR-000690,SANTE,2017,1444.15,COMMERCANT,DIVORCE,58,NEUTRE
691,Asma Nasri,client691@mail.tn,+21697900127,2002-12-22,"27 Rue 6, Sfax",STAR-000691,SANTE,2022,2121.86,INFORMATICIEN,MARIE,55,NEUTRE
692,Tarek Hamdi,client692@mail.tn,+21692921009,2000-08-17,"58 Rue 50, Monastir",STAR-000692,HABITATION,2021,4223.48,MEDECIN,VEUF,76,POSITIF
693,Ridha Gargouri,client693@mail.tn,+21665437558,1967-06-26,"58 Rue 33, Ariana",STAR-000693,SANTE,2020,1591.04,COMMERCANT,MARIE,74,POSITIF
694,Lilia Chebbi,client694@mail.tn,+21668214533,2003-04-01,"190 Rue 39, Ben Arous",STAR-000694,SANTE,2000,678.42,CHAUFFEUR,DIVORCE,49,NEUTRE
695,Maher Bardi,client695@mail.tn,+21666337250,1972-10-21,"100 Rue 47, Hammam-Lif",STAR-000695,SANTE,2018,2588.52,COMMERCANT,CELIBATAIRE,75,POSITIF
696,Slim Khalsi,client696@mail.tn,+21694418568,1966-12-26,"161 Rue 17, Mateur",STAR-000696,AUTO,2020,1206.81,INFORMATICIEN,VEUF,65,NEUTRE
697,Ali Trabelsi,client697@mail.tn,+21697008279,1987-01-21,"98 Rue 2, La Marsa",STAR-000697,HABITATION,2019,1612.19,RETRAITE,MARIE,73,POSITIF
698,Bilel Khalsi,client698@mail.tn,+21692735086,1979-04-18,"22 Rue 10, Bizerte",STAR-000698,AUTO,2012,1562.1,MEDECIN,MARIE,70,POSITIF
699,Fares Khelil,client699@mail.tn,+21661368376,1966-03-10,"54 Rue 26, Ariana",STAR-000699,VOYAGE,2002,647.3,EMPLOYE,VEUF,47,NEUTRE
700,Sarra Bouaziz,client700@mail.tn,+21691527651,2000-02-07,"77 Rue 1, Sousse",STAR-000700,VIE,2010,4229.4,AUTRE,CELIBATAIRE,87,POSITIF
701,Walid Haddad,client701@mail.tn,+21693555942,1990-10-20,"156 Rue 2, Monastir",STAR-000701,HABITATION,2016,1020.06,MEDECIN,MARIE,73,POSITIF
702,Ridha Mejri,client702@mail.tn,+21665937884,1967-04-01,"124 Rue 13, Bizerte",STAR-000702,VOYAGE,2002,269.28,CHAUFFEUR,DIVORCE,41,NEUTRE
703,Nesrine Bouaziz,client703@mail.tn,+21664453284,1987-09-13,"150 Rue 50, Sfax",STAR-000703,AUTO,2006,800.15,MEDECIN,VEUF,81,POSITIF
704,Rim Mzoughi,client704@mail.tn,+21662078208,1987-10-24,"52 Rue 37, Nabeul",STAR-000704,VOYAGE,2019,607.95,EMPLOYE,VEUF,33,NEGATIF
705,Rania Boughanmi,client705@mail.tn,+21698203915,1992-05-19,"8 Rue 8, Nabeul",STAR-000705,SANTE,2020,1304.34,RETRAITE,DIVORCE,64,NEUTRE
706,Rami Rekik,client706@mail.tn,+21694586506,1964-04-22,"82 Rue 45, Tunis",STAR-000706,VOYAGE,2024,385.98,ENSEIGNANT,MARIE,26,NEGATIF
707,Hajer Sfar,client707@mail.tn,+21698075793,1974-09-03,"144 Rue 18, Sfax",STAR-000707,SANTE,2006,1280.67,RETRAITE,CELIBATAIRE,78,POSITIF
708,Amel Sfar,client708@mail.tn,+21694966501,1972-04-02,"116 Rue 11, Sfax",STAR-000708,SANTE,2008,1796.76,COMMERCANT,MARIE,92,POSITIF
709,Nizar Trabelsi,client709@mail.tn,+21667963867,2001-10-01,"166 Rue 2, Ariana",STAR-000709,SANTE,2012,1282.48,ETUDIANT,MARIE,51,NEUTRE
710,Dhouha Sfar,client710@mail.tn,+21663036971,1982-07-03,"77 Rue 45, Nabeul",STAR-000710,HABITATION,2015,4098.45,INFORMATICIEN,MARIE,100,POSITIF
711,Emna Hamdi,client711@mail.tn,+21691082902,1961-04-02,"23 Rue 13, Sousse",STAR-000711,RC,2010,297.11,COMMERCANT,CELIBATAIRE,38,NEGATIF
712,Amine Boughanmi,client712@mail.tn,+21693011612,1967-01-10,"179 Rue 11, Bizerte",STAR-000712,RC,2022,384.61,INFORMATICIEN,VEUF,16,NEGATIF
713,Walid Gharbi,client713@mail.tn,+21696400776,1997-07-21,"123 Rue 43, La Marsa",STAR-000713,SANTE,2016,2203.76,RETRAITE,CELIBATAIRE,84,POSITIF
714,Mariem Jebali,client714@mail.tn,+21664626151,1976-05-23,"127 Rue 4, Sfax",STAR-000714,RC,2007,447.11,INGENIEUR,MARIE,51,NEUTRE
715,Lilia Ouali,client715@mail.tn,+21699464296,1972-08-04,"80 Rue 46, Mateur",STAR-000715,VOYAGE,2018,304.33,RETRAITE,DIVORCE,48,NEUTRE
716,Zied Saidi,client716@mail.tn,+21666153067,1974-06-13,"18 Rue 18, Monastir",STAR-000716,SANTE,2016,2682.86,INGENIEUR,VEUF,83,POSITIF
717,Youssef Tlili,client717@mail.tn,+21665455671,1966-12-04,"122 Rue 43, Tunis",STAR-000717,AUTO,2014,426.54,CHAUFFEUR,DIVORCE,55,NEUTRE
718,Zied Jebali,client718@mail.tn,+21667417663,1982-07-07,"113 Rue 18, Tunis",STAR-000718,AUTO,2013,1035.08,RETRAITE,DIVORCE,72,POSITIF
719,Sirine Nasri,client719@mail.tn,+21694683937,1972-07-06,"175 Rue 4, Sfax",STAR-000719,HABITATION,2019,2103.7,AUTRE,VEUF,79,POSITIF
720,Ahmed Boughanmi,client720@mail.tn,+21695500772,1996-05-08,"101 Rue 7, Nabeul",STAR-000720,RC,2008,572.49,INGENIEUR,VEUF,44,NEUTRE
721,Sirine Mrabet,client721@mail.tn,+21695003370,1973-06-21,"129 Rue 45, Sousse",STAR-000721,VOYAGE,2009,552.93,ETUDIANT,MARIE,49,NEUTRE
722,Walid Mansour,client722@mail.tn,+21693864292,1970-03-11,"6 Rue 12, Ariana",STAR-000722,SANTE,2000,940.4,AUTRE,VEUF,82,POSITIF
723,Lotfi Haddad,client723@mail.tn,+21699812554,1990-10-01,"146 Rue 44, Tunis",STAR-000723,SANTE,2015,2695.72,EMPLOYE,MARIE,86,POSITIF
724,Skander Gharbi,client724@mail.tn,+21666916088,1966-02-10,"125 Rue 17, Hammam-Lif",STAR-000724,VIE,2015,3681.9,ENSEIGNANT,DIVORCE,100,POSITIF
725,Yosra Abidi,client725@mail.tn,+21661518494,1993-11-28,"106 Rue 15, Sousse",STAR-000725,HABITATION,2008,2937.42,RETRAITE,MARIE,100,POSITIF
726,Bassem Laabidi,client726@mail.tn,+21699840030,1983-04-24,"174 Rue 35, Hammam-Lif",STAR-000726,RC,2012,335.69,EMPLOYE,DIVORCE,36,NEGATIF
727,Amine Haddad,client727@mail.tn,+21693062947,1981-07-19,"149 Rue 34, Tunis",STAR-000727,SANTE,2008,2868.64,MEDECIN,CELIBATAIRE,100,POSITIF
728,Manel Tlili,client728@mail.tn,+21693728089,1996-06-10,"39 Rue 34, Hammam-Lif",STAR-000728,RC,2015,878.63,CHAUFFEUR,VEUF,35,NEGATIF
729,Leila Nasri,client729@mail.tn,+21661010766,1964-05-01,"126 Rue 20, Tunis",STAR-000729,SANTE,2009,698.29,INFORMATICIEN,MARIE,65,NEUTRE
730,Amine Saidi,client730@mail.tn,+21694300538,1982-05-26,"183 Rue 18, Sfax",STAR-000730,HABITATION,2024,3661.3,RETRAITE,CELIBATAIRE,65,NEUTRE
731,Hajer Jebali,client731@mail.tn,+21693907524,1978-04-02,"26 Rue 17, Nabeul",STAR-000731,SANTE,2007,2839.04,COMMERCANT,VEUF,88,POSITIF
732,Salma Sfar,client732@mail.tn,+21698736886,1997-03-22,"79 Rue 6, Bizerte",STAR-000732,AUTO,2013,800.03,RETRAITE,CELIBATAIRE,70,POSITIF
733,Hedi Laabidi,client733@mail.tn,+21698739061,1966-03-17,"110 Rue 30, Ariana",STAR-000733,SANTE,2016,2265.92,ENSEIGNANT,VEUF,84,POSITIF
734,Zied Trabelsi,client734@mail.tn,+21667587730,1986-02-25,"159 Rue 35, Sousse",STAR-000734,AUTO,2009,1384.33,INGENIEUR,DIVORCE,74,POSITIF
735,Hedi Ben Ali,client735@mail.tn,+21692021141,1989-09-15,"25 Rue 19, La Marsa",STAR-000735,RC,2008,259.26,EMPLOYE,DIVORCE,47,NEUTRE
736,Mehdi Elloumi,client736@mail.tn,+21666215882,2005-01-23,"173 Rue 41, Monastir",STAR-000736,AUTO,2017,1226.02,AUTRE,CELIBATAIRE,44,NEUTRE
737,Samir Bouaziz,client737@mail.tn,+21661413665,1999-12-07,"25 Rue 16, Ben Arous",STAR-000737,RC,2004,247.0,INFORMATICIEN,MARIE,51,NEUTRE
738,Asma Chaabane,client738@mail.tn,+21661363358,1967-05-13,"175 Rue 29, La Marsa",STAR-000738,SANTE,2007,2958.47,RETRAITE,DIVORCE,94,POSITIF
739,Youssef Rekik,client739@mail.tn,+21665616776,1970-09-24,"171 Rue 7, Bizerte",STAR-000739,VIE,2015,5053.43,AUTRE,DIVORCE,100,POSITIF
740,Asma Hamdi,client740@mail.tn,+21668457126,1989-07-27,"100 Rue 1, La Marsa",STAR-000740,SANTE,2009,955.6,AUTRE,MARIE,76,POSITIF
741,Zied Haddad,client741@mail.tn,+21693927571,1968-08-24,"181 Rue 34, Ariana",STAR-000741,SANTE,2005,1264.57,ENSEIGNANT,CELIBATAIRE,93,POSITIF
742,Rami Abidi,client742@mail.tn,+21694026182,1989-12-28,"166 Rue 31, Sfax",STAR-000742,AUTO,2024,845.34,MEDECIN,VEUF,54,NEUTRE
743,Nour Sfar,client743@mail.tn,+21662782083,1997-10-12,"188 Rue 11, Tunis",STAR-000743,HABITATION,2012,3469.9,EMPLOYE,MARIE,89,POSITIF
744,Hela Gargouri,client744@mail.tn,+21692920551,1980-04-25,"108 Rue 5, Mateur",STAR-000744,VIE,2003,6671.43,CHAUFFEUR,VEUF,92,POSITIF
745,Ridha Mansour,client745@mail.tn,+21694350987,1988-06-20,"116 Rue 25, Zaghouan",STAR-000745,VIE,2005,6964.42,ENSEIGNANT,MARIE,100,POSITIF
746,Amine Bouaziz,client746@mail.tn,+21663358248,1988-11-10,"150 Rue 2, Sfax",STAR-000746,AUTO,2005,721.91,COMMERCANT,CELIBATAIRE,55,NEUTRE
747,Rami Chebbi,client747@mail.tn,+21696980829,1996-09-28,"54 Rue 37, Monastir",STAR-000747,RC,2021,438.5,RETRAITE,VEUF,18,NEGATIF
748,Samir Mansour,client748@mail.tn,+21664868381,1988-07-21,"133 Rue 20, Mateur",STAR-000748,SANTE,2018,2697.54,EMPLOYE,CELIBATAIRE,68,NEUTRE
749,Lotfi Abidi,client749@mail.tn,+21695049993,1961-04-27,"41 Rue 19, Sfax",STAR-000749,VOYAGE,2008,661.14,COMMERCANT,DIVORCE,49,NEUTRE
750,Asma Chaabane,client750@mail.tn,+21661996431,1994-12-04,"108 Rue 17, Ariana",STAR-000750,HABITATION,2008,2883.91,ETUDIANT,MARIE,90,POSITIF
751,Sami Abidi,client751@mail.tn,+21699032452,2002-01-08,"19 Rue 27, Ariana",STAR-000751,SANTE,2018,774.99,INFORMATICIEN,MARIE,45,NEUTRE
752,Amine Boughanmi,client752@mail.tn,+21664291258,1966-01-16,"59 Rue 2, Bizerte",STAR-000752,HABITATION,2011,1900.98,COMMERCANT,VEUF,70,POSITIF
753,Salma Trabelsi,client753@mail.tn,+21662979586,1995-08-02,"110 Rue 36, Zaghouan",STAR-000753,SANTE,2022,2437.64,CHAUFFEUR,VEUF,45,NEUTRE
754,Houda Dridi,client754@mail.tn,+21691249956,1981-07-02,"192 Rue 49, Nabeul",STAR-000754,AUTO,2018,771.25,ETUDIANT,CELIBATAIRE,28,NEGATIF
755,Fethi Chaabane,client755@mail.tn,+21667674289,1964-01-05,"168 Rue 16, La Marsa",STAR-000755,SANTE,2001,1033.42,ENSEIGNANT,DIVORCE,90,POSITIF
756,Salma Khelil,client756@mail.tn,+21695910412,2002-02-03,"114 Rue 46, Monastir",STAR-000756,VOYAGE,2006,669.19,AUTRE,DIVORCE,41,NEUTRE
757,Hatem Belhaj,client757@mail.tn,+21699740844,1980-12-18,"21 Rue 14, Bizerte",STAR-000757,HABITATION,2011,1417.51,COMMERCANT,VEUF,68,NEUTRE
758,Nizar Turki,client758@mail.tn,+21667445414,1967-06-24,"6 Rue 32, Sfax",STAR-000758,AUTO,2007,457.39,AUTRE,VEUF,55,NEUTRE
759,Lilia Jebali,client759@mail.tn,+21668232405,1963-05-28,"12 Rue 15, Manouba",STAR-000759,HABITATION,2000,2535.75,COMMERCANT,VEUF,95,POSITIF
760,Wissem Zouari,client760@mail.tn,+21696720097,1962-09-25,"193 Rue 38, Mateur",STAR-000760,VOYAGE,2019,668.61,ENSEIGNANT,DIVORCE,40,NEUTRE
761,Sonia Laabidi,client761@mail.tn,+21667397002,1963-02-18,"147 Rue 47, Nabeul",STAR-000761,SANTE,2021,2885.94,MEDECIN,VEUF,78,POSITIF
762,Nesrine Rekik,client762@mail.tn,+21697068232,1968-01-09,"147 Rue 26, Ariana",STAR-000762,VIE,2002,7681.29,INGENIEUR,DIVORCE,100,POSITIF
763,Salma Fehri,client763@mail.tn,+21668825556,2001-10-01,"114 Rue 30, Sousse",STAR-000763,RC,2021,414.83,ENSEIGNANT,DIVORCE,0,NEGATIF
764,Rami Gargouri,client764@mail.tn,+21695632933,2000-09-07,"113 Rue 12, Sfax",STAR-000764,SANTE,2002,740.6,MEDECIN,DIVORCE,63,NEUTRE
765,Sonia Bouaziz,client765@mail.tn,+21698387157,1968-04-21,"168 Rue 3, Sfax",STAR-000765,AUTO,2019,635.04,ETUDIANT,CELIBATAIRE,37,NEGATIF
766,Amira Khalsi,client766@mail.tn,+21668445941,1963-12-09,"61 Rue 23, La Marsa",STAR-000766,VOYAGE,2011,208.06,RETRAITE,MARIE,49,NEUTRE
767,Hatem Mansour,client767@mail.tn,+21667044611,1975-04-11,"110 Rue 19, Hammam-Lif",STAR-000767,HABITATION,2021,2485.44,COMMERCANT,MARIE,66,NEUTRE
768,Rim Mejri,client768@mail.tn,+21699569737,1990-05-20,"7 Rue 7, La Marsa",STAR-000768,RC,2001,312.22,MEDECIN,CELIBATAIRE,46,NEUTRE
769,Sirine Ouali,client769@mail.tn,+21693034109,1997-01-22,"145 Rue 33, Monastir",STAR-000769,VIE,2024,2475.49,EMPLOYE,MARIE,80,POSITIF
770,Lotfi Gargouri,client770@mail.tn,+21666281742,2002-09-17,"85 Rue 16, Monastir",STAR-000770,SANTE,2006,1360.65,INFORMATICIEN,DIVORCE,81,POSITIF
771,Aymen Rekik,client771@mail.tn,+21668027140,1988-12-14,"168 Rue 31, Ariana",STAR-000771,VOYAGE,2017,239.85,RETRAITE,MARIE,41,NEUTRE
772,Bassem Saidi,client772@mail.tn,+21667853539,1994-04-25,"74 Rue 22, Mateur",STAR-000772,SANTE,2021,2217.85,CHAUFFEUR,DIVORCE,54,NEUTRE
773,Nadia Gharbi,client773@mail.tn,+21693120605,1996-08-21,"108 Rue 17, Sfax",STAR-000773,AUTO,2014,1839.8,ETUDIANT,CELIBATAIRE,64,NEUTRE
774,Fethi Laabidi,client774@mail.tn,+21692996986,1961-12-06,"33 Rue 26, Ariana",STAR-000774,RC,2016,292.66,COMMERCANT,VEUF,24,NEGATIF
775,Afef Abidi,client775@mail.tn,+21698309667,1997-10-20,"105 Rue 41, Manouba",STAR-000775,RC,2001,895.89,EMPLOYE,DIVORCE,61,NEUTRE
776,Chiraz Gargouri,client776@mail.tn,+21698608923,2004-03-24,"2 Rue 38, Sousse",STAR-000776,AUTO,2018,1557.93,RETRAITE,MARIE,60,NEUTRE
777,Amel Mzoughi,client777@mail.tn,+21699811287,1971-09-24,"127 Rue 22, Bizerte",STAR-000777,HABITATION,2024,2117.2,EMPLOYE,CELIBATAIRE,63,NEUTRE
778,Olfa Sfar,client778@mail.tn,+21665777999,1984-06-25,"72 Rue 37, Ben Arous",STAR-000778,AUTO,2001,1925.62,INGENIEUR,VEUF,82,POSITIF
779,Omar Nasri,client779@mail.tn,+21669534539,1977-08-15,"171 Rue 18, Monastir",STAR-000779,AUTO,2009,1816.56,MEDECIN,MARIE,74,POSITIF
780,Mohamed Boughanmi,client780@mail.tn,+21698614329,1994-09-26,"147 Rue 28, Bizerte",STAR-000780,AUTO,2000,410.66,ENSEIGNANT,CELIBATAIRE,70,POSITIF
781,Hela Khelil,client781@mail.tn,+21692326525,2005-12-28,"36 Rue 18, Sfax",STAR-000781,RC,2013,511.08,AUTRE,DIVORCE,15,NEGATIF
782,Mehdi Mansour,client782@mail.tn,+21669745909,1980-03-17,"177 Rue 21, Zaghouan",STAR-000782,VOYAGE,2020,338.05,RETRAITE,MARIE,35,NEGATIF
783,Sirine Boughanmi,client783@mail.tn,+21699333686,2000-11-01,"121 Rue 10, Bizerte",STAR-000783,AUTO,2012,619.0,INGENIEUR,CELIBATAIRE,55,NEUTRE
784,Nour Dridi,client784@mail.tn,+21691651169,2000-02-17,"143 Rue 40, Manouba",STAR-000784,VIE,2000,6371.4,COMMERCANT,MARIE,100,POSITIF
785,Yosra Fehri,client785@mail.tn,+21667580192,1999-07-21,"60 Rue 19, Bizerte",STAR-000785,HABITATION,2011,1938.86,AUTRE,CELIBATAIRE,82,POSITIF
786,Sabrine Gargouri,client786@mail.tn,+21668796975,1978-02-08,"84 Rue 16, Manouba",STAR-000786,RC,2024,874.04,MEDECIN,VEUF,35,NEGATIF
787,Salma Khelil,client787@mail.tn,+21664608882,1982-12-13,"61 Rue 2, Hammam-Lif",STAR-000787,VIE,2015,2332.38,AUTRE,VEUF,88,POSITIF
788,Amira Sfar,client788@mail.tn,+21696701595,1976-11-11,"14 Rue 18, Bizerte",STAR-000788,SANTE,2014,1539.31,COMMERCANT,VEUF,74,POSITIF
789,Nizar Mzoughi,client789@mail.tn,+21691354296,1986-04-19,"155 Rue 35, Sousse",STAR-000789,AUTO,2024,1257.62,EMPLOYE,DIVORCE,37,NEGATIF
790,Sarra Abidi,client790@mail.tn,+21663707912,1982-09-03,"138 Rue 26, Sousse",STAR-000790,VIE,2006,1819.9,ENSEIGNANT,CELIBATAIRE,93,POSITIF
791,Amel Chebbi,client791@mail.tn,+21666057767,1973-09-24,"102 Rue 32, Ben Arous",STAR-000791,AUTO,2001,1904.02,ETUDIANT,MARIE,70,POSITIF
792,Bilel Rekik,client792@mail.tn,+21667968920,1962-05-24,"70 Rue 6, Zaghouan",STAR-000792,RC,2012,769.1,COMMERCANT,CELIBATAIRE,29,NEGATIF
793,Mohamed Gharbi,client793@mail.tn,+21668699159,1966-12-19,"132 Rue 48, Nabeul",STAR-000793,SANTE,2019,1066.28,MEDECIN,DIVORCE,68,NEUTRE
794,Omar Fehri,client794@mail.tn,+21699945677,2001-10-16,"72 Rue 31, Ben Arous",STAR-000794,SANTE,2002,1298.97,INGENIEUR,VEUF,76,POSITIF
795,Hedi Trabelsi,client795@mail.tn,+21698500846,1991-12-13,"148 Rue 2, Monastir",STAR-000795,VOYAGE,2022,581.35,EMPLOYE,VEUF,21,NEGATIF
796,Leila Hamdi,client796@mail.tn,+21667764490,2001-05-11,"126 Rue 38, Monastir",STAR-000796,AUTO,2002,1695.49,EMPLOYE,CELIBATAIRE,64,NEUTRE
797,Nadia Khalsi,client797@mail.tn,+21695498724,1963-08-09,"177 Rue 37, Ariana",STAR-000797,SANTE,2010,1347.49,CHAUFFEUR,MARIE,77,POSITIF
798,Skander Bouaziz,client798@mail.tn,+21661228581,1994-08-11,"109 Rue 45, Sfax",STAR-000798,VIE,2014,3032.31,AUTRE,MARIE,89,POSITIF
799,Hatem Khelil,client799@mail.tn,+21698015348,1970-04-15,"135 Rue 32, Hammam-Lif",STAR-000799,RC,2013,227.34,AUTRE,CELIBATAIRE,31,NEGATIF
800,Fatma Nasri,client800@mail.tn,+21669778699,1967-07-10,"96 Rue 37, La Marsa",STAR-000800,VIE,2021,7492.81,MEDECIN,DIVORCE,90,POSITIF
801,Samir Mejri,client801@mail.tn,+21664006909,1993-10-09,"184 Rue 31, Ben Arous",STAR-000801,SANTE,2010,1710.91,CHAUFFEUR,CELIBATAIRE,54,NEUTRE
802,Tarek Mansour,client802@mail.tn,+21692120248,1960-05-23,"25 Rue 4, Ariana",STAR-000802,AUTO,2003,718.83,RETRAITE,VEUF,72,POSITIF
803,Radhia Khalsi,client803@mail.tn,+21694398864,1982-11-01,"160 Rue 50, Ariana",STAR-000803,AUTO,2013,839.33,INFORMATICIEN,DIVORCE,77,POSITIF
804,Bassem Gharbi,client804@mail.tn,+21665651273,1966-12-07,"134 Rue 38, Mateur",STAR-000804,VOYAGE,2018,289.16,EMPLOYE,CELIBATAIRE,42,NEUTRE
805,Sirine Mrabet,client805@mail.tn,+21661875589,1960-04-07,"122 Rue 1, Sousse",STAR-000805,RC,2019,850.68,CHAUFFEUR,CELIBATAIRE,37,NEGATIF
806,Hatem Mzoughi,client806@mail.tn,+21696955771,1987-11-16,"101 Rue 25, Ben Arous",STAR-000806,VOYAGE,2024,351.28,EMPLOYE,CELIBATAIRE,24,NEGATIF
807,Lilia Hajlaoui,client807@mail.tn,+21695203347,1980-09-03,"144 Rue 29, Nabeul",STAR-000807,HABITATION,2005,4368.76,MEDECIN,CELIBATAIRE,100,POSITIF
808,Maher Laabidi,client808@mail.tn,+21664003215,2001-06-06,"158 Rue 36, Monastir",STAR-000808,RC,2014,806.3,ENSEIGNANT,VEUF,34,NEGATIF
809,Sami Mzoughi,client809@mail.tn,+21665612919,1983-09-07,"129 Rue 1, Bizerte",STAR-000809,RC,2010,610.33,EMPLOYE,DIVORCE,30,NEGATIF
810,Asma Boughanmi,client810@mail.tn,+21662742939,2004-12-09,"162 Rue 30, La Marsa",STAR-000810,VOYAGE,2018,512.64,ETUDIANT,VEUF,19,NEGATIF
811,Rami Trabelsi,client811@mail.tn,+21665655311,1999-12-05,"15 Rue 29, Sfax",STAR-000811,VIE,2004,6285.28,EMPLOYE,VEUF,100,POSITIF
812,Khaled Trabelsi,client812@mail.tn,+21662031520,1981-11-28,"4 Rue 43, Ben Arous",STAR-000812,VOYAGE,2005,648.87,INFORMATICIEN,DIVORCE,62,NEUTRE
813,Sami Elloumi,client813@mail.tn,+21691054096,1969-12-09,"130 Rue 27, Zaghouan",STAR-000813,RC,2001,320.81,MEDECIN,CELIBATAIRE,50,NEUTRE
814,Dhouha Haddad,client814@mail.tn,+21694114839,1967-06-15,"30 Rue 6, Sfax",STAR-000814,HABITATION,2002,4344.42,INFORMATICIEN,VEUF,100,POSITIF
815,Hajer Trabelsi,client815@mail.tn,+21667363773,1970-01-07,"165 Rue 13, Hammam-Lif",STAR-000815,VIE,2002,3934.44,INGENIEUR,DIVORCE,100,POSITIF
816,Rania Belhaj,client816@mail.tn,+21669218917,1968-10-11,"76 Rue 17, Sousse",STAR-000816,SANTE,2006,1142.3,MEDECIN,CELIBATAIRE,99,POSITIF
817,Hajer Mejri,client817@mail.tn,+21698278852,1982-11-17,"99 Rue 10, La Marsa",STAR-000817,SANTE,2021,2590.8,CHAUFFEUR,MARIE,55,NEUTRE
818,Radhia Nasri,client818@mail.tn,+21665376268,1973-06-23,"198 Rue 14, Ben Arous",STAR-000818,HABITATION,2023,3206.44,MEDECIN,MARIE,83,POSITIF
819,Zied Khelil,client819@mail.tn,+21662755114,1993-11-21,"145 Rue 25, Ariana",STAR-000819,AUTO,2014,1160.34,INFORMATICIEN,DIVORCE,66,NEUTRE
820,Sonia Ben Ali,client820@mail.tn,+21698365343,1970-07-16,"42 Rue 30, Bizerte",STAR-000820,VOYAGE,2003,368.34,CHAUFFEUR,DIVORCE,44,NEUTRE
821,Hajer Laabidi,client821@mail.tn,+21664930952,1985-08-27,"174 Rue 26, Manouba",STAR-000821,AUTO,2011,804.12,INFORMATICIEN,DIVORCE,74,POSITIF
822,Slim Laabidi,client822@mail.tn,+21693341247,1977-10-13,"179 Rue 34, La Marsa",STAR-000822,HABITATION,2016,1114.22,CHAUFFEUR,DIVORCE,58,NEUTRE
823,Wissem Abidi,client823@mail.tn,+21663886829,1963-02-10,"1 Rue 43, Manouba",STAR-000823,AUTO,2014,1682.38,COMMERCANT,CELIBATAIRE,66,NEUTRE
824,Olfa Jebali,client824@mail.tn,+21663673110,1971-04-28,"143 Rue 50, Hammam-Lif",STAR-000824,AUTO,2023,1098.48,INGENIEUR,CELIBATAIRE,61,NEUTRE
825,Ines Gargouri,client825@mail.tn,+21666341139,1995-11-13,"63 Rue 49, Zaghouan",STAR-000825,VIE,2015,2881.2,COMMERCANT,VEUF,82,POSITIF
826,Hedi Sfar,client826@mail.tn,+21663989029,1978-11-24,"172 Rue 48, Manouba",STAR-000826,SANTE,2017,2032.65,EMPLOYE,DIVORCE,65,NEUTRE
827,Rami Mejri,client827@mail.tn,+21664543890,1981-09-27,"59 Rue 9, Hammam-Lif",STAR-000827,RC,2024,627.4,COMMERCANT,MARIE,22,NEGATIF
828,Rim Jebali,client828@mail.tn,+21698075570,1981-07-21,"124 Rue 3, Hammam-Lif",STAR-000828,AUTO,2009,1081.14,MEDECIN,VEUF,70,POSITIF
829,Karim Bardi,client829@mail.tn,+21669505552,2003-09-27,"104 Rue 1, Hammam-Lif",STAR-000829,RC,2002,525.45,ENSEIGNANT,MARIE,36,NEGATIF
830,Salma Tlili,client830@mail.tn,+21698554276,1960-08-21,"67 Rue 48, Nabeul",STAR-000830,VIE,2024,4111.07,ETUDIANT,DIVORCE,72,POSITIF
831,Chiraz Gargouri,client831@mail.tn,+21666655862,2005-06-28,"195 Rue 25, Ben Arous",STAR-000831,HABITATION,2003,4887.08,CHAUFFEUR,VEUF,78,POSITIF
832,Sirine Elloumi,client832@mail.tn,+21667195765,1999-12-28,"126 Rue 30, Sfax",STAR-000832,SANTE,2014,1643.73,MEDECIN,MARIE,86,POSITIF
833,Rim Abidi,client833@mail.tn,+21661597521,2003-05-25,"5 Rue 29, Nabeul",STAR-000833,RC,2005,579.92,MEDECIN,DIVORCE,40,NEUTRE
834,Rami Boughanmi,client834@mail.tn,+21665608638,1994-12-13,"38 Rue 41, Zaghouan",STAR-000834,AUTO,2017,680.37,EMPLOYE,CELIBATAIRE,50,NEUTRE
835,Wafa Rekik,client835@mail.tn,+21662321455,1993-10-15,"186 Rue 41, La Marsa",STAR-000835,RC,2011,253.58,ETUDIANT,CELIBATAIRE,17,NEGATIF
836,Hela Zouari,client836@mail.tn,+21699624152,1987-07-01,"50 Rue 37, Sfax",STAR-000836,AUTO,2008,1920.57,EMPLOYE,VEUF,72,POSITIF
837,Aymen Chaabane,client837@mail.tn,+21694041045,1983-10-16,"129 Rue 43, Bizerte",STAR-000837,AUTO,2013,1617.15,MEDECIN,CELIBATAIRE,66,NEUTRE
838,Dhouha Ben Ali,client838@mail.tn,+21661303213,1986-04-01,"163 Rue 21, La Marsa",STAR-000838,SANTE,2008,2177.31,MEDECIN,VEUF,90,POSITIF
839,Mariem Mansour,client839@mail.tn,+21661210843,1999-05-24,"153 Rue 22, Hammam-Lif",STAR-000839,VIE,2014,5460.56,INFORMATICIEN,VEUF,100,POSITIF
